"Mass","formula","HC","OC"
261.0041055,"C12H6O7",0.5,0.58
261.0103637,"C8H11O4N2S1P1",1.38,0.5
261.0252338,"C9H10O9",1.11,1
261.028256,"C8H11O6N2P1",1.38,0.75
261.0404919,"C13H10O6",0.77,0.46
261.0517318,"C12H10O5N2",0.83,0.42
261.0616107,"C10H14O8",1.4,0.8
261.0669795,"C16H10O2N2",0.62,0.12
261.0728898,"C9H14O7N2",1.56,0.78
261.0768783,"C14H14O5",1,0.36
261.0980203,"C11H18O7",1.64,0.64
261.1092125,"C10H18O6N2",1.8,0.6
261.1132724,"C15H18O4",1.2,0.27
261.124501,"C14H18O3N2",1.29,0.21
261.1278551,"C11H22O3N2S1",2,0.27
261.1343918,"C12H22O6",1.83,0.5
261.1496601,"C16H22O3",1.38,0.19
261.1707948,"C13H26O5",2,0.38
262.012156,"C8H10O7N1P1",1.25,0.88
262.0357657,"C12H9O6N1",0.75,0.5
262.056876,"C9H13O8N1",1.44,0.89
262.0721212,"C13H13O5N1",1,0.38
262.0932509,"C10H17O7N1",1.7,0.7
262.1044862,"C9H17O6N3",1.89,0.67
262.108456,"C14H17O4N1",1.21,0.29
262.980901,"C15H4O3S1",0.27,0.2
262.989756,"C7H9O5N2S1P1",1.29,0.71
263.01725,"C16H8O2S1",0.5,0.12
263.0197487,"C12H8O7",0.67,0.58
263.0310085,"C11H8O6N2",0.73,0.55
263.0408779,"C9H12O9",1.33,1
263.0561555,"C13H12O6",0.92,0.46
263.059543,"C10H16O6S1",1.6,0.6
263.0673279,"C12H12O5N2",1,0.42
263.0772745,"C10H16O8",1.6,0.8
263.088438,"C9H16O7N2",1.78,0.78
263.0925115,"C14H16O5",1.14,0.36
263.107032,"C10H20O4N2S1",2,0.4
263.113651,"C11H20O7",1.82,0.64
263.1289241,"C15H20O4",1.33,0.27
263.132304,"C12H24O4S1",2,0.33
263.1401302,"C14H20O3N2",1.43,0.21
263.1500396,"C12H24O6",2,0.5
263.1652969,"C16H24O3",1.5,0.19
264.0150304,"C11H7O7N1",0.64,0.64
264.045547,"C19H7O1N1",0.37,0.05
264.0513782,"C12H11O6N1",0.92,0.5
264.06257,"C11H11O5N3",1,0.45
264.0725656,"C9H15O8N1",1.67,0.89
264.0877723,"C13H15O5N1",1.15,0.38
264.124127,"C14H19O4N1",1.36,0.29
264.1605267,"C15H23O3N1",1.53,0.2
264.173348,"C12H28O3N1P1",2.33,0.25
264.939958,"C7H7O5S2P1",1,0.71
264.9990109,"C11H6O8",0.55,0.73
265.010249,"C10H6O7N2",0.6,0.7
265.011123,"C11H10O2N2S2",0.91,0.18
265.035409,"C12H10O7",0.83,0.58
265.046638,"C11H10O6N2",0.91,0.55
265.050694,"C16H10O4",0.62,0.25
265.0565257,"C9H14O9",1.56,1
265.0718083,"C13H14O6",1.08,0.46
265.0751434,"C10H18O6S1",1.8,0.6
265.0830276,"C12H14O5N2",1.17,0.42
265.092955,"C10H18O8",1.8,0.8
265.108175,"C14H18O5",1.29,0.36
265.1115595,"C11H22O5S1",2,0.45
265.1194256,"C13H18O4N2",1.38,0.31
265.1293323,"C11H22O7",2,0.64
265.1445784,"C15H22O4",1.47,0.27
265.1479419,"C12H26O4S1",2.17,0.33
265.1809271,"C16H26O3",1.62,0.19
265.217343,"C17H30O2",1.76,0.12
266.0306448,"C11H9O7N1",0.82,0.64
266.043457,"C8H14O7N1P1",1.75,0.88
266.0670527,"C12H13O6N1",1.08,0.5
266.07034,"C9H17O6N1S1",1.89,0.67
266.0881825,"C9H17O8N1",1.89,0.89
266.1034272,"C13H17O5N1",1.31,0.38
266.1245752,"C10H21O7N1",2.1,0.7
266.155091,"C18H21O1N1",1.17,0.06
267.0146718,"C11H8O8",0.73,0.73
267.0259135,"C10H8O7N2",0.8,0.7
267.0299592,"C15H8O5",0.53,0.33
267.0510551,"C12H12O7",1,0.58
267.054406,"C9H16O7S1",1.78,0.78
267.0623214,"C11H12O6N2",1.09,0.55
267.063069,"C12H16O1N2S2",1.33,0.08
267.072187,"C9H16O9",1.78,1
267.0874514,"C13H16O6",1.23,0.46
267.090776,"C10H20O6S1",2,0.6
267.098693,"C12H16O5N2",1.33,0.42
267.1085558,"C10H20O8",2,0.8
267.123825,"C14H20O5",1.43,0.36
267.127129,"C11H24O5S1",2.18,0.45
267.1602057,"C15H24O4",1.6,0.27
267.175436,"C19H24O1",1.26,0.05
267.1965999,"C16H28O3",1.75,0.19
267.232989,"C17H32O2",1.88,0.12
267.996427,"C8H15O1N1S4",1.88,0.12
268.0098925,"C10H7O8N1",0.7,0.8
268.010775,"C11H11O3N1S2",1,0.27
268.0463181,"C11H11O7N1",1,0.64
268.0574887,"C10H11O6N3",1.1,0.6
268.0826798,"C12H15O6N1",1.25,0.5
268.093929,"C11H15O5N3",1.36,0.45
268.1038247,"C9H19O8N1",2.11,0.89
268.1190796,"C13H19O5N1",1.46,0.38
268.130328,"C12H19O4N3",1.58,0.33
268.1402195,"C10H23O7N1",2.3,0.7
268.155438,"C14H23O4N1",1.64,0.29
268.9687387,"C8H2O9N2",0.25,1.12
268.9939229,"C10H6O9",0.6,0.9
268.998631,"C7H12O7P2",1.71,1
269.0090925,"C14H6O6",0.43,0.43
269.0121964,"C13H7O3N2P1",0.54,0.23
269.0303346,"C11H10O8",0.91,0.73
269.033685,"C8H14O8S1",1.75,1
269.0415809,"C10H10O7N2",1,0.7
269.0455541,"C15H10O5",0.67,0.33
269.045725,"C8H18O2N2S3",2.25,0.25
269.0667006,"C12H14O7",1.17,0.58
269.0779305,"C11H14O6N2",1.27,0.55
269.0819704,"C16H14O4",0.88,0.25
269.0878357,"C9H18O9",2,1
269.1030889,"C13H18O6",1.38,0.46
269.1143461,"C12H18O5N2",1.5,0.42
269.1242181,"C10H22O8",2.2,0.8
269.1394806,"C14H22O5",1.57,0.36
269.1758709,"C15H26O4",1.73,0.27
269.2122489,"C16H30O3",1.88,0.19
269.2486406,"C17H34O2",2,0.12
269.944449,"C8H2O8N1P1",0.25,1
269.996235,"C13H6O4N1P1",0.46,0.31
270.0255569,"C10H9O8N1",0.9,0.8
270.0408069,"C14H9O5N1",0.64,0.36
270.049668,"C6H14O7N3P1",2.33,1.17
270.0619691,"C11H13O7N1",1.18,0.64
270.0731639,"C10H13O6N3",1.3,0.6
270.077107,"C15H13O4N1",0.87,0.27
270.098324,"C12H17O6N1",1.42,0.5
270.1016908,"C9H21O6N1S1",2.33,0.67
270.109604,"C11H17O5N3",1.55,0.45
270.119462,"C9H21O8N1",2.33,0.89
270.134721,"C13H21O5N1",1.62,0.38
270.1711087,"C14H25O4N1",1.79,0.29
270.207487,"C15H29O3N1",1.93,0.2
270.243925,"C16H33O2N1",2.06,0.12
270.985915,"C17H4O2S1",0.24,0.12
270.9926685,"C11H12O2S3",1.09,0.18
270.99471,"C9H9O4N2S1P1",1,0.44
271.0095874,"C10H8O9",0.8,0.9
271.0248505,"C14H8O6",0.57,0.43
271.02499,"C7H16O3N2S3",2.29,0.43
271.028188,"C11H12O6S1",1.09,0.55
271.0459898,"C11H12O8",1.09,0.73
271.0493495,"C8H16O8S1",2,1
271.057208,"C10H12O7N2",1.2,0.7
271.058873,"C8H17O8P1",2.12,1
271.0612117,"C15H12O5",0.8,0.33
271.061419,"C15H12O5",0.8,0.33
271.064636,"C12H16O5S1",1.33,0.42
271.0724195,"C14H12O4N2",0.86,0.29
271.0823477,"C12H16O7",1.33,0.58
271.0935906,"C11H16O6N2",1.45,0.55
271.096979,"C8H20O6N2S1",2.5,0.75
271.0976434,"C16H16O4",1,0.25
271.1034875,"C9H20O9",2.22,1
271.1187389,"C13H20O6",1.54,0.46
271.1300048,"C12H20O5N2",1.67,0.42
271.1340231,"C17H20O3",1.18,0.18
271.1551442,"C14H24O5",1.71,0.36
271.170338,"C18H24O2",1.33,0.11
271.173768,"C15H28O2S1",1.87,0.13
271.191515,"C15H28O4",1.87,0.27
271.2279089,"C16H32O3",2,0.19
272.0056925,"C10H11O4N1S2",1.1,0.4
272.0200859,"C13H7O6N1",0.54,0.46
272.020234,"C6H15O3N3S3",2.5,0.5
272.0412308,"C10H11O8N1",1.1,0.8
272.0564776,"C14H11O5N1",0.79,0.36
272.065371,"C6H16O7N3P1",2.67,1.17
272.0775963,"C11H15O7N1",1.36,0.64
272.0888212,"C10H15O6N3",1.5,0.6
272.1139865,"C12H19O6N1",1.58,0.5
272.1252197,"C11H19O5N3",1.73,0.45
272.161613,"C12H23O4N3",1.92,0.33
272.1867929,"C14H27O4N1",1.93,0.29
272.946789,"C8H6O3N2S3",0.75,0.38
273.0041054,"C13H6O7",0.46,0.54
273.0042595,"C6H14O4N2S3",2.33,0.67
273.0153325,"C12H6O6N2",0.5,0.5
273.0252194,"C10H10O9",1,0.9
273.0404872,"C14H10O6",0.71,0.43
273.040636,"C7H18O3N2S3",2.57,0.43
273.0616171,"C11H14O8",1.27,0.73
273.072873,"C10H14O7N2",1.4,0.7
273.0768805,"C15H14O5",0.93,0.33
273.091496,"C11H18O4N2S1",1.64,0.36
273.0980058,"C12H18O7",1.5,0.58
273.1092514,"C11H18O6N2",1.64,0.55
273.1132586,"C16H18O4",1.12,0.25
273.1343998,"C13H22O6",1.69,0.46
273.1456333,"C12H22O5N2",1.83,0.42
273.1496625,"C17H22O3",1.29,0.18
273.1707839,"C14H26O5",1.86,0.36
273.1860444,"C18H26O2",1.44,0.11
273.1894462,"C15H30O2S1",2,0.13
273.2071729,"C15H30O4",2,0.27
274.012169,"C9H10O7N1P1",1.11,0.78
274.0357496,"C13H9O6N1",0.69,0.46
274.035911,"C6H17O3N3S3",2.83,0.5
274.0568659,"C10H13O8N1",1.3,0.8
274.068046,"C9H13O7N3",1.44,0.78
274.068953,"C10H17O2N3S2",1.7,0.2
274.0721046,"C14H13O5N1",0.93,0.36
274.0932603,"C11H17O7N1",1.55,0.64
274.1044762,"C10H17O6N3",1.7,0.6
274.108527,"C15H17O4N1",1.13,0.27
274.129585,"C12H21O6N1",1.75,0.5
274.1408899,"C11H21O5N3",1.91,0.45
274.166066,"C13H25O5N1",1.92,0.38
274.951123,"C9H8O4S3",0.89,0.44
275.004483,"C9H8O10",0.89,1.11
275.007485,"C8H9O7N2P1",1.12,0.88
275.0197651,"C13H8O7",0.62,0.54
275.0260583,"C9H13O4N2S1P1",1.44,0.44
275.0310038,"C12H8O6N2",0.67,0.5
275.0377703,"C6H16O6N2S2",2.67,1
275.0408875,"C10H12O9",1.2,0.9
275.0521562,"C9H12O8N2",1.33,0.89
275.0561452,"C14H12O6",0.86,0.43
275.0674057,"C13H12O5N2",0.92,0.38
275.0772628,"C11H16O8",1.45,0.73
275.0885014,"C10H16O7N2",1.6,0.7
275.0925355,"C15H16O5",1.07,0.33
275.1136456,"C12H20O7",1.67,0.58
275.124897,"C11H20O6N2",1.82,0.55
275.1289223,"C16H20O4",1.25,0.25
275.1500432,"C13H24O6",1.85,0.46
275.161244,"C12H24O5N2",2,0.42
275.1652888,"C17H24O3",1.41,0.18
275.1686705,"C14H28O3S1",2,0.21
275.1864712,"C14H28O5",2,0.36
275.2017208,"C18H28O2",1.56,0.11
276.011767,"C8H11O4N3S2",1.38,0.5
276.0150513,"C12H7O7N1",0.58,0.58
276.036071,"C9H11O9N1",1.22,1
276.051398,"C13H11O6N1",0.85,0.46
276.062531,"C12H11O5N3",0.92,0.42
276.0660447,"C9H15O5N3S1",1.67,0.56
276.0725115,"C10H15O8N1",1.5,0.8
276.083795,"C9H15O7N3",1.67,0.78
276.0877431,"C14H15O5N1",1.07,0.36
276.1089143,"C11H19O7N1",1.73,0.64
276.1201419,"C10H19O6N3",1.9,0.6
276.124155,"C15H19O4N1",1.27,0.27
276.9206399,"C10H2O2N2S3",0.2,0.2
276.9965547,"C16H6O3S1",0.38,0.19
276.9990212,"C12H6O8",0.5,0.67
276.999161,"C12H6O8",0.5,0.67
277.010253,"C11H6O7N2",0.55,0.64
277.0201562,"C9H10O10",1.11,1.11
277.0354256,"C13H10O7",0.77,0.54
277.038771,"C10H14O7S1",1.4,0.7
277.0466498,"C12H10O6N2",0.83,0.5
277.0565446,"C10H14O9",1.4,0.9
277.0718092,"C14H14O6",1,0.43
277.0830353,"C13H14O5N2",1.08,0.38
277.0864161,"C10H18O5N2S1",1.8,0.5
277.0929131,"C11H18O8",1.64,0.73
277.1081799,"C15H18O5",1.2,0.33
277.119371,"C14H18O4N2",1.29,0.29
277.1228235,"C11H22O4N2S1",2,0.36
277.1293122,"C12H22O7",1.83,0.58
277.1445636,"C16H22O4",1.38,0.25
277.1558072,"C15H22O3N2",1.47,0.2
277.1809527,"C17H26O3",1.53,0.18
277.184321,"C14H30O3S1",2.14,0.21
277.2173603,"C18H30O2",1.67,0.11
277.994284,"C11H5O8N1",0.45,0.73
278.007054,"C8H10O8N1P1",1.25,1
278.0306516,"C12H9O7N1",0.75,0.58
278.0670537,"C13H13O6N1",1,0.46
278.0782947,"C12H13O5N3",1.08,0.42
278.0881315,"C10H17O8N1",1.7,0.8
278.1034561,"C14H17O5N1",1.21,0.36
278.116297,"C11H22O5N1P1",2,0.45
278.1245518,"C11H21O7N1",1.91,0.64
278.197312,"C13H29O5N1",2.23,0.38
278.927493,"C7H4O8S2",0.57,1.14
279.012166,"C16H8O3S1",0.5,0.19
279.01466,"C12H8O8",0.67,0.67
279.01926,"C9H14O6P2",1.56,0.67
279.0258948,"C11H8O7N2",0.73,0.64
279.0357915,"C9H12O10",1.33,1.11
279.0510602,"C13H12O7",0.92,0.54
279.0544743,"C10H16O7S1",1.6,0.7
279.0623156,"C12H12O6N2",1,0.5
279.065621,"C9H16O6N2S1",1.78,0.67
279.0721618,"C10H16O9",1.6,0.9
279.0874645,"C14H16O6",1.14,0.43
279.09076,"C11H20O6S1",1.82,0.55
279.0986632,"C13H16O5N2",1.23,0.38
279.1085567,"C11H20O8",1.82,0.73
279.1238355,"C15H20O5",1.33,0.33
279.1271718,"C12H24O5S1",2,0.42
279.14497,"C12H24O7",2,0.58
279.145873,"C13H28O2S2",2.15,0.15
279.1602024,"C16H24O4",1.5,0.25
279.1635855,"C13H28O4S1",2.15,0.31
279.1966233,"C17H28O3",1.65,0.18
279.232996,"C18H32O2",1.78,0.11
280.009869,"C11H7O8N1",0.64,0.73
280.016844,"C15H8O3N1P1",0.53,0.2
280.040454,"C19H7O2N1",0.37,0.11
280.046328,"C12H11O7N1",0.92,0.58
280.061751,"C9H19O1N3S3",2.11,0.11
280.0826902,"C13H15O6N1",1.15,0.46
280.085983,"C10H19O6N1S1",1.9,0.6
280.1038154,"C10H19O8N1",1.9,0.8
280.114153,"C11H24O3N1S1P1",2.18,0.27
280.140194,"C11H23O7N1",2.09,0.64
280.9188494,"C6H6O3N2S4",1,0.5
280.9939608,"C11H6O9",0.55,0.82
281.009175,"C15H6O6",0.4,0.4
281.0121229,"C14H7O3N2P1",0.5,0.21
281.0303426,"C12H10O8",0.83,0.67
281.0349663,"C9H16O6P2",1.78,0.67
281.0415563,"C11H10O7N2",0.91,0.64
281.0449605,"C8H14O7N2S1",1.75,0.88
281.0455981,"C16H10O5",0.62,0.31
281.045749,"C9H18O2N2S3",2,0.22
281.0514602,"C9H14O10",1.56,1.11
281.056814,"C15H10O4N2",0.67,0.27
281.0667029,"C13H14O7",1.08,0.54
281.070076,"C10H18O7S1",1.8,0.7
281.0779577,"C12H14O6N2",1.17,0.5
281.0819726,"C17H14O4",0.82,0.24
281.0878521,"C10H18O9",1.8,0.9
281.1030774,"C14H18O6",1.29,0.43
281.114326,"C13H18O5N2",1.38,0.38
281.1242165,"C11H22O8",2,0.73
281.1394773,"C15H22O5",1.47,0.33
281.1758745,"C16H26O4",1.62,0.25
281.2122845,"C17H30O3",1.76,0.18
281.2486303,"C18H34O2",1.89,0.11
282.0255237,"C11H9O8N1",0.82,0.73
282.0409347,"C8H17O2N3S3",2.12,0.25
282.0619639,"C12H13O7N1",1.08,0.58
282.073193,"C11H13O6N3",1.18,0.55
282.0830163,"C9H17O9N1",1.89,1
282.0983874,"C13H17O6N1",1.31,0.46
282.1096162,"C12H17O5N3",1.42,0.42
282.1194885,"C10H21O8N1",2.1,0.8
282.134666,"C14H21O5N1",1.5,0.36
282.155865,"C11H25O7N1",2.27,0.64
282.986001,"C18H4O2S1",0.22,0.11
283.007249,"C8H16O1N2S4",2,0.12
283.0096035,"C11H8O9",0.73,0.82
283.020756,"C10H8O8N2",0.8,0.8
283.0248209,"C15H8O6",0.53,0.4
283.024967,"C8H16O3N2S3",2,0.38
283.027764,"C14H9O3N2P1",0.64,0.21
283.0459756,"C12H12O8",1,0.67
283.0572021,"C11H12O7N2",1.09,0.64
283.061226,"C16H12O5",0.75,0.31
283.0614157,"C9H20O2N2S3",2.22,0.22
283.0700485,"C8H17O7N2P1",2.12,0.88
283.0823421,"C13H16O7",1.23,0.54
283.0936031,"C12H16O6N2",1.33,0.5
283.1034972,"C10H20O9",2,0.9
283.1187364,"C14H20O6",1.43,0.43
283.1339973,"C18H20O3",1.11,0.17
283.1398746,"C11H24O8",2.18,0.73
283.155141,"C15H24O5",1.6,0.33
283.166367,"C14H24O4N2",1.71,0.29
283.1915398,"C16H28O4",1.75,0.25
283.2279269,"C17H32O3",1.88,0.18
283.2642423,"C18H36O2",2,0.11
283.937101,"C7H11O1N1S5",1.57,0.14
284.0174996,"C18H7O1N1S1",0.39,0.06
284.0412433,"C11H11O8N1",1,0.73
284.052415,"C10H11O7N3",1.1,0.7
284.0564555,"C15H11O5N1",0.73,0.33
284.0776338,"C12H15O7N1",1.25,0.58
284.08883,"C11H15O6N3",1.36,0.55
284.0987369,"C9H19O9N1",2.11,1
284.1140048,"C13H19O6N1",1.46,0.46
284.1174,"C10H23O6N1S1",2.3,0.6
284.125219,"C12H19O5N3",1.58,0.42
284.1351231,"C10H23O8N1",2.3,0.8
284.140487,"C16H19O2N3",1.19,0.12
284.1504073,"C14H23O5N1",1.64,0.36
284.1616115,"C13H23O4N3",1.77,0.31
284.186781,"C15H27O4N1",1.8,0.27
285.001635,"C18H6O2S1",0.33,0.11
285.0041077,"C14H6O7",0.43,0.5
285.022065,"C7H14O6N2S2",2,0.86
285.025239,"C11H10O9",0.91,0.82
285.03647,"C10H10O8N2",1,0.8
285.0405181,"C15H10O6",0.67,0.4
285.051725,"C14H10O5N2",0.71,0.36
285.0616458,"C12H14O8",1.17,0.67
285.0650265,"C9H18O8S1",2,0.89
285.0728706,"C11H14O7N2",1.27,0.64
285.0744977,"C9H19O8P1",2.11,0.89
285.076156,"C8H18O7N2S1",2.25,0.88
285.0768872,"C16H14O5",0.88,0.31
285.077065,"C16H14O5",0.88,0.31
285.080301,"C13H18O5S1",1.38,0.38
285.0827182,"C9H18O10",2,1.11
285.0980398,"C13H18O7",1.38,0.54
285.1092428,"C12H18O6N2",1.5,0.5
285.110119,"C13H22O1N2S2",1.69,0.08
285.112588,"C9H22O6N2S1",2.44,0.67
285.1132754,"C17H18O4",1.06,0.24
285.1191395,"C10H22O9",2.2,0.9
285.1344118,"C14H22O6",1.57,0.43
285.1456066,"C13H22O5N2",1.69,0.38
285.1496358,"C18H22O3",1.22,0.17
285.1707744,"C15H26O5",1.73,0.33
285.2071427,"C16H30O4",1.88,0.25
285.2435274,"C17H34O3",2,0.18
286.020409,"C10H9O9N1",0.9,0.9
286.0357581,"C14H9O6N1",0.64,0.43
286.0568743,"C11H13O8N1",1.18,0.73
286.0680932,"C10H13O7N3",1.3,0.7
286.080938,"C7H18O7N3P1",2.57,1
286.0932604,"C12H17O7N1",1.42,0.58
286.0965793,"C9H21O7N1S1",2.33,0.78
286.1045214,"C11H17O6N3",1.55,0.55
286.114373,"C9H21O9N1",2.33,1
286.1408725,"C12H21O5N3",1.75,0.42
286.1660581,"C14H25O5N1",1.79,0.36
286.177265,"C13H25O4N3",1.92,0.31
286.20246,"C15H29O4N1",1.93,0.27
286.978534,"C10H9O6S1P1",0.9,0.6
287.0045253,"C10H8O10",0.8,1
287.0197619,"C14H8O7",0.57,0.5
287.0199305,"C14H8O7",0.57,0.5
287.0310269,"C13H8O6N2",0.62,0.46
287.0385127,"C8H20O1N2S4",2.5,0.12
287.0409043,"C11H12O9",1.09,0.82
287.0521404,"C10H12O8N2",1.2,0.8
287.053625,"C19H12O1S1",0.63,0.05
287.0561681,"C15H12O6",0.8,0.4
287.065032,"C7H17O8N2P1",2.43,1.14
287.0772821,"C12H16O8",1.33,0.67
287.0885205,"C11H16O7N2",1.45,0.64
287.0925474,"C16H16O5",1,0.31
287.098427,"C9H20O10",2.22,1.11
287.1136537,"C13H20O7",1.54,0.54
287.1249156,"C12H20O6N2",1.67,0.5
287.1289482,"C17H20O4",1.18,0.24
287.1500357,"C14H24O6",1.71,0.43
287.1613023,"C13H24O5N2",1.85,0.38
287.1653144,"C18H24O3",1.33,0.17
287.1864319,"C15H28O5",1.87,0.33
287.201657,"C19H28O2",1.47,0.11
287.2228265,"C16H32O4",2,0.25
287.9771523,"C6H12O6N1S2P1",2,1
288.0150009,"C13H7O7N1",0.54,0.54
288.015154,"C6H15O4N3S3",2.5,0.67
288.0361267,"C10H11O9N1",1.1,0.9
288.051417,"C14H11O6N1",0.79,0.43
288.051644,"C14H11O6N1",0.79,0.43
288.0724831,"C11H15O8N1",1.36,0.73
288.0837997,"C10H15O7N3",1.5,0.7
288.0878045,"C15H15O5N1",1,0.33
288.1089317,"C12H19O7N1",1.58,0.58
288.1201834,"C11H19O6N3",1.73,0.55
288.145289,"C13H23O6N1",1.77,0.46
288.1565419,"C12H23O5N3",1.92,0.42
288.1816826,"C14H27O5N1",1.93,0.36
288.9990176,"C13H6O8",0.46,0.62
289.0201603,"C10H10O10",1,1
289.0354217,"C14H10O7",0.71,0.5
289.0355955,"C14H10O7",0.71,0.5
289.0565465,"C11H14O9",1.27,0.82
289.0677853,"C10H14O8N2",1.4,0.8
289.069325,"C19H14O1S1",0.74,0.05
289.0717978,"C15H14O6",0.93,0.4
289.0929221,"C12H18O8",1.5,0.67
289.1041418,"C11H18O7N2",1.64,0.64
289.1081832,"C16H18O5",1.12,0.31
289.111475,"C13H22O5S1",1.69,0.38
289.1292846,"C13H22O7",1.69,0.54
289.1445753,"C17H22O4",1.29,0.24
289.1656917,"C14H26O6",1.86,0.43
289.180977,"C18H26O3",1.44,0.17
289.1843252,"C15H30O3S1",2,0.2
289.2021298,"C15H30O5",2,0.33
289.2384308,"C16H34O4",2.12,0.25
290.0306455,"C13H9O7N1",0.69,0.54
290.030816,"C13H9O7N1",0.69,0.54
290.0434495,"C10H14O7N1P1",1.4,0.7
290.0517824,"C10H13O9N1",1.3,0.9
290.067033,"C14H13O6N1",0.93,0.43
290.0881894,"C11H17O8N1",1.55,0.73
290.099395,"C10H17O7N3",1.7,0.7
290.103386,"C15H17O5N1",1.13,0.33
290.1245505,"C12H21O7N1",1.75,0.58
290.1357784,"C11H21O6N3",1.91,0.55
290.160952,"C13H25O6N1",1.92,0.46
290.971784,"C11H4O6N2S1",0.36,0.55
290.975941,"C9H12O1N2S4",1.33,0.11
290.990989,"C20H4O1S1",0.2,0.05
291.0146825,"C13H8O8",0.62,0.62
291.014834,"C13H8O8",0.62,0.62
291.01798,"C10H12O8S1",1.2,0.8
291.0258899,"C12H8O7N2",0.67,0.58
291.0357914,"C10H12O10",1.2,1
291.0510614,"C14H12O7",0.86,0.5
291.066268,"C18H12O4",0.67,0.22
291.0722001,"C11H16O9",1.45,0.82
291.083461,"C10H16O8N2",1.6,0.8
291.087438,"C15H16O6",1.07,0.4
291.090717,"C12H20O6S1",1.67,0.5
291.0987117,"C14H16O5N2",1.14,0.36
291.1085796,"C12H20O8",1.67,0.67
291.1238185,"C16H20O5",1.25,0.31
291.127226,"C13H24O5S1",1.85,0.38
291.1449641,"C13H24O7",1.85,0.54
291.1602027,"C17H24O4",1.41,0.24
291.1635803,"C14H28O4S1",2,0.29
291.18136,"C14H28O6",2,0.43
291.1966214,"C18H28O3",1.56,0.17
291.1999783,"C15H32O3S1",2.13,0.2
292.0099023,"C12H7O8N1",0.58,0.67
292.010097,"C12H7O8N1",0.58,0.67
292.021056,"C11H7O7N3",0.64,0.64
292.0227185,"C9H12O8N1P1",1.33,0.89
292.0462786,"C13H11O7N1",0.85,0.54
292.0673613,"C10H15O9N1",1.5,0.9
292.0826837,"C14H15O6N1",1.07,0.43
292.1038147,"C11H19O8N1",1.73,0.73
292.114986,"C10H19O7N3",1.9,0.7
292.1191203,"C15H19O5N1",1.27,0.33
292.1303552,"C14H19O4N3",1.36,0.29
292.1401332,"C12H23O7N1",1.92,0.58
292.177372,"C14H31O1N1S2",2.21,0.07
292.187815,"C12H27O5N3",2.25,0.42
292.9939416,"C12H6O9",0.5,0.75
292.994115,"C12H6O9",0.5,0.75
293.0121517,"C15H7O3N2P1",0.47,0.2
293.0303457,"C13H10O8",0.77,0.62
293.033662,"C10H14O8S1",1.4,0.8
293.0414874,"C12H10O7N2",0.83,0.58
293.051468,"C10H14O10",1.4,1
293.0667197,"C14H14O7",1,0.5
293.0779503,"C13H14O6N2",1.08,0.46
293.0878553,"C11H18O9",1.64,0.82
293.099038,"C10H18O8N2",1.8,0.8
293.1030999,"C15H18O6",1.2,0.4
293.1143215,"C14H18O5N2",1.29,0.36
293.1242209,"C12H22O8",1.83,0.67
293.139473,"C16H22O5",1.38,0.31
293.1428095,"C13H26O5S1",2,0.38
293.1507033,"C15H22O4N2",1.47,0.27
293.175802,"C17H26O4",1.53,0.24
293.1792032,"C14H30O4S1",2.14,0.29
293.2122392,"C18H30O3",1.67,0.17
294.001979,"C8H10O9N1P1",1.25,1.12
294.025571,"C12H9O8N1",0.75,0.67
294.061924,"C13H13O7N1",1,0.54
294.073213,"C12H13O6N3",1.08,0.5
294.083099,"C10H17O9N1",1.7,0.9
294.0935093,"C11H22O4N1S1P1",2,0.36
294.0983303,"C14H17O6N1",1.21,0.43
294.10162,"C11H21O6N1S1",1.91,0.55
294.1095625,"C13H17O5N3",1.31,0.38
294.1194899,"C11H21O8N1",1.91,0.73
294.1347427,"C15H21O5N1",1.4,0.33
294.1558695,"C12H25O7N1",2.08,0.58
294.9344835,"C7H8O3N2S4",1.14,0.43
295.007113,"C16H8O4S1",0.5,0.25
295.0095657,"C12H8O9",0.67,0.75
295.020757,"C11H8O8N2",0.73,0.73
295.0248487,"C16H8O6",0.5,0.38
295.0278191,"C15H9O3N2P1",0.6,0.2
295.0459643,"C13H12O8",0.92,0.62
295.0572439,"C12H12O7N2",1,0.58
295.0612657,"C17H12O5",0.71,0.29
295.0671226,"C10H16O10",1.6,1
295.07979,"C18H16O2S1",0.89,0.11
295.0823523,"C14H16O7",1.14,0.5
295.0936448,"C13H16O6N2",1.23,0.46
295.0976626,"C18H16O4",0.89,0.22
295.097827,"C11H24O1N2S3",2.18,0.09
295.1035303,"C11H20O9",1.82,0.82
295.116296,"C19H20O1S1",1.05,0.05
295.1187396,"C15H20O6",1.33,0.4
295.1221,"C12H24O6S1",2,0.5
295.1374186,"C16H24O3S1",1.5,0.19
295.1398921,"C12H24O8",2,0.67
295.155115,"C16H24O5",1.5,0.31
295.158443,"C13H28O5S1",2.15,0.38
295.181543,"C19H24O1N2",1.26,0.05
295.1915034,"C17H28O4",1.65,0.24
295.2278914,"C18H32O3",1.78,0.17
295.2642871,"C19H36O2",1.89,0.11
295.3006967,"C20H40O1",2,0.05
295.999193,"C11H11O1N3S3",1,0.09
296.004759,"C11H7O9N1",0.64,0.82
296.005729,"C12H11O4N1S2",0.92,0.33
296.0174726,"C19H7O1N1S1",0.37,0.05
296.017628,"C8H12O9N1P1",1.5,1.12
296.0354045,"C19H7O3N1",0.37,0.16
296.0412147,"C12H11O8N1",0.92,0.67
